timestamp,device_id,dev_eui,fcnt,encryption_scheme,payload_length,encrypted_payload_length,encryption_time_ns,transmission_time_s,energy_consumption_nj,packet_loss,gateway_id,snr,rssi,data_rate,frequency,sf,bandwidth_hz,rx_power_dbm,tx_start,tx_end
426.0,DEV_004,0fdf179ede7911aa,6,AES-128-GCM,11,39,69200,0.077056,850858.745599224,False,GW_1,24.317142995052652,-88.14881033375187,5,867.7,8,250000,-88.14881033375187,426.0,426.077056
426.0,DEV_007,e3d098a80cc45ce0,6,ChaCha20-Poly1305-Lite,41,57,27000,0.308224,6920811.008035603,False,GW_2,34.06255580986132,-76.88192941007173,5,868.3,11,500000,-76.88192941007173,426.0,426.308224
426.0,DEV_008,acd53140c023c37a,6,ChaCha20-Poly1305-Lite,48,64,23400,0.097536,1818310.923504727,False,GW_2,38.20971944720502,-73.17664759978034,5,867.5,9,500000,-73.17664759978034,426.0,426.097536
426.0,DEV_011,3e9eab81acc2d90c,6,ChaCha20-Poly1305,32,60,21800,0.028224,427343.74388669414,False,GW_1,32.8862259845849,-78.47980826784872,5,867.5,7,500000,-78.47980826784872,426.0,426.028224
426.0,DEV_013,3f1fdbaceaf6af6d,6,AES-128-GCM,26,54,51200,0.184832,4422971.538182129,False,GW_2,34.70547955478699,-81.76687853884239,4,868.3,8,125000,-81.76687853884239,426.0,426.184832
426.0,DEV_015,43f01e2b7ac8a8f8,6,AES-128-GCM,10,38,42800,0.45260799999999995,9325121.55258484,False,GW_2,29.53708355469212,-80.66477346733117,5,867.1,12,500000,-80.66477346733117,426.0,426.452608
429.0,DEV_020,b2c201b84a9af945,9,Advanced-ECC-AES,37,217,1315200,0.171648,4234997.396956361,False,GW_1,33.96599341423955,-80.5259157175292,6,867.1,7,250000,-80.5259157175292,429.0,429.171648
433.0,DEV_006,787176f17fbdca08,13,ChaCha20-Poly1305-Lite,33,49,38000,0.024384,352502.342843117,False,GW_1,16.620389706757447,-96.11385471378573,5,867.5,7,500000,-96.11385471378573,433.0,433.024384
433.0,DEV_016,9439ff9ffb85875d,13,Advanced-ECC-AES,44,224,1291500,0.17676799999999998,2163033.283811834,False,GW_2,20.617293954197017,-93.37212660864114,6,867.5,7,250000,-93.37212660864114,433.0,433.176768
433.0,DEV_017,17ffad60894390d1,13,Hybrid-ECC-AES,19,67,111600,0.030784,357009.9384631484,False,GW_1,22.362728583990584,-87.25057716964608,5,867.1,7,500000,-87.25057716964608,433.0,433.030784
436.0,DEV_003,9248fc49325b5799,7,ChaCha20-Poly1305,27,55,26700,0.575488,11157630.78527769,False,GW_2,26.859824868238274,-87.42884028905203,5,867.5,11,250000,-87.42884028905203,436.0,436.575488
437.0,DEV_005,58ea5af6ab6a0941,11,ChaCha20-Poly1305-Lite,49,65,23900,0.061568,1310355.8621434951,False,GW_1,30.08944605580302,-83.06156955622788,6,868.3,7,250000,-83.06156955622788,437.0,437.061568
450.0,DEV_010,4619a09041ab026b,2,Hybrid-ECC-AES,45,93,93700,1.642496,16862048.406586755,False,GW_1,34.89920779368137,-79.90935221611986,5,867.1,12,250000,-79.90935221611986,450.0,451.642496
460.0,DEV_020,b2c201b84a9af945,10,Advanced-ECC-AES,37,217,1313400,0.171648,4234997.396956361,False,GW_1,29.81558942927707,-82.96965552567966,6,868.3,7,250000,-82.96965552567966,460.0,460.171648
464.0,DEV_006,787176f17fbdca08,14,ChaCha20-Poly1305-Lite,33,49,46900,0.024384,352502.342843117,False,GW_2,23.027323518889087,-89.25276356002622,5,868.5,7,500000,-89.25276356002622,464.0,464.024384
464.0,DEV_016,9439ff9ffb85875d,14,Advanced-ECC-AES,44,224,1295700,0.17676799999999998,2163033.283811834,False,GW_2,23.646968531312528,-90.07606422683544,6,867.9,7,250000,-90.07606422683544,464.0,464.176768
464.0,DEV_017,17ffad60894390d1,14,Hybrid-ECC-AES,19,67,110700,0.030784,357009.9384631484,False,GW_1,26.221281497416648,-84.96033870344006,5,867.7,7,500000,-84.96033870344006,464.0,464.030784
468.0,DEV_005,58ea5af6ab6a0941,12,ChaCha20-Poly1305-Lite,49,65,25800,0.061568,1310355.8621434951,False,GW_1,33.00173022821776,-80.29625978114318,6,867.1,7,250000,-80.29625978114318,468.0,468.061568
483.0,DEV_002,11fa48e6a768a183,3,Advanced-ECC-AES,21,201,1282100,0.461312,6517930.448028314,False,GW_1,16.43769916019073,-96.92564524988833,5,867.9,10,500000,-96.92564524988833,483.0,483.461312
483.0,DEV_009,aa6908fa03f6d75d,3,AES-128-GCM,49,77,78100,0.451584,10137377.003430646,True,GW_2,30.325557074993725,-86.8706958520786,3,867.3,9,125000,-86.8706958520786,483.0,483.451584
483.0,DEV_014,6d10c6ab3016214a,3,ChaCha20-Poly1305,25,53,27100,0.328704,6331240.140147662,False,GW_2,52.993225687368856,-63.86333633093964,3,867.3,9,125000,-63.86333633093964,483.0,483.328704
484.0,DEV_012,acc35438ae3a96d4,3,ChaCha20-Poly1305,33,61,24500,1.478656,15588865.947580224,False,GW_2,43.27032120029396,-75.07022376575071,1,868.3,11,125000,-75.07022376575071,484.0,485.478656
487.0,DEV_004,0fdf179ede7911aa,7,AES-128-GCM,11,39,49200,0.077056,850858.745599224,False,GW_1,26.01298285180077,-88.63881396022707,5,868.1,8,250000,-88.63881396022707,487.0,487.077056
487.0,DEV_007,e3d098a80cc45ce0,7,ChaCha20-Poly1305-Lite,41,57,25000,0.308224,6920811.008035603,False,GW_2,30.875752934400857,-79.34838805990472,5,868.1,11,500000,-79.34838805990472,487.0,487.308224
487.0,DEV_008,acd53140c023c37a,7,ChaCha20-Poly1305-Lite,48,64,22500,0.097536,1818310.923504727,False,GW_2,34.76793165007758,-75.33200297755033,5,867.3,9,500000,-75.33200297755033,487.0,487.097536
487.0,DEV_011,3e9eab81acc2d90c,7,ChaCha20-Poly1305,32,60,21700,0.028224,427343.74388669414,False,GW_1,28.01228340485316,-82.55307983235119,5,867.5,7,500000,-82.55307983235119,487.0,487.028224
487.0,DEV_013,3f1fdbaceaf6af6d,7,AES-128-GCM,26,54,49700,0.184832,4422971.538182129,False,GW_2,45.039628977880724,-73.94089753881737,4,868.5,8,125000,-73.94089753881737,487.0,487.184832
487.0,DEV_015,43f01e2b7ac8a8f8,7,AES-128-GCM,10,38,41000,0.45260799999999995,9325121.55258484,False,GW_2,30.600734308298126,-81.0581336662983,5,867.1,12,500000,-81.0581336662983,487.0,487.452608
491.0,DEV_020,b2c201b84a9af945,11,Advanced-ECC-AES,37,217,1302700,0.171648,4234997.396956361,False,GW_1,23.272722475630772,-88.56334710511422,6,868.3,7,250000,-88.56334710511422,491.0,491.171648
494.0,DEV_003,9248fc49325b5799,8,ChaCha20-Poly1305,27,55,36700,0.575488,11157630.78527769,False,GW_2,35.370683536026846,-79.73695499102092,5,867.1,11,250000,-79.73695499102092,494.0,494.575488
495.0,DEV_006,787176f17fbdca08,15,ChaCha20-Poly1305-Lite,33,49,25800,0.024384,352502.342843117,False,GW_1,20.990634343927848,-90.18289716492777,5,868.3,7,500000,-90.18289716492777,495.0,495.024384
495.0,DEV_016,9439ff9ffb85875d,15,Advanced-ECC-AES,44,224,1289000,0.17676799999999998,2163033.283811834,False,GW_2,28.24836848382965,-86.86041816280083,6,867.5,7,250000,-86.86041816280083,495.0,495.176768
495.0,DEV_017,17ffad60894390d1,15,Hybrid-ECC-AES,19,67,104600,0.030784,357009.9384631484,False,GW_1,21.122707330214176,-88.409809615099,5,868.5,7,500000,-88.409809615099,495.0,495.030784
499.0,DEV_005,58ea5af6ab6a0941,13,ChaCha20-Poly1305-Lite,49,65,24100,0.061568,1310355.8621434951,False,GW_1,35.058835541865115,-79.38591187012553,6,867.9,7,250000,-79.38591187012553,499.0,499.061568
522.0,DEV_020,b2c201b84a9af945,12,Advanced-ECC-AES,37,217,1279900,0.171648,4234997.396956361,False,GW_1,30.66965572070014,-83.03719084928184,6,867.7,7,250000,-83.03719084928184,522.0,522.171648
526.0,DEV_006,787176f17fbdca08,16,ChaCha20-Poly1305-Lite,33,49,27600,0.024384,352502.342843117,False,GW_1,18.35043520723647,-92.14674009579565,5,867.7,7,500000,-92.14674009579565,526.0,526.024384
526.0,DEV_016,9439ff9ffb85875d,16,Advanced-ECC-AES,44,224,1284600,0.17676799999999998,2163033.283811834,False,GW_2,24.936442615508952,-89.51333304618672,6,868.5,7,250000,-89.51333304618672,526.0,526.176768
526.0,DEV_017,17ffad60894390d1,16,Hybrid-ECC-AES,19,67,214300,0.030784,357009.9384631484,False,GW_1,18.182355110461046,-93.17949810983505,5,867.1,7,500000,-93.17949810983505,526.0,526.030784
530.0,DEV_005,58ea5af6ab6a0941,14,ChaCha20-Poly1305-Lite,49,65,63700,0.061568,1310355.8621434951,False,GW_1,35.54059118618171,-78.85608830836591,6,868.5,7,250000,-78.85608830836591,530.0,530.061568
548.0,DEV_004,0fdf179ede7911aa,8,AES-128-GCM,11,39,85600,0.077056,850858.745599224,False,GW_1,22.366871943412825,-92.50598970089037,5,867.7,8,250000,-92.50598970089037,548.0,548.077056
548.0,DEV_007,e3d098a80cc45ce0,8,ChaCha20-Poly1305-Lite,41,57,32600,0.308224,6920811.008035603,False,GW_2,34.225645443460266,-78.09761921828276,5,868.3,11,500000,-78.09761921828276,548.0,548.308224
548.0,DEV_008,acd53140c023c37a,8,ChaCha20-Poly1305-Lite,48,64,25200,0.097536,1818310.923504727,False,GW_2,40.79776428392241,-68.4929734967693,5,867.3,9,500000,-68.4929734967693,548.0,548.097536
548.0,DEV_011,3e9eab81acc2d90c,8,ChaCha20-Poly1305,32,60,22400,0.028224,427343.74388669414,False,GW_1,28.274723566428648,-82.6144425648703,5,868.3,7,500000,-82.6144425648703,548.0,548.028224
548.0,DEV_013,3f1fdbaceaf6af6d,8,AES-128-GCM,26,54,56600,0.184832,4422971.538182129,False,GW_2,38.23872427330124,-81.1019471288597,4,868.5,8,125000,-81.1019471288597,548.0,548.184832
548.0,DEV_015,43f01e2b7ac8a8f8,8,AES-128-GCM,10,38,43900,0.45260799999999995,9325121.55258484,False,GW_2,35.338998836367495,-75.28205274599317,5,868.3,12,500000,-75.28205274599317,548.0,548.452608
552.0,DEV_003,9248fc49325b5799,9,ChaCha20-Poly1305,27,55,27000,0.575488,11157630.78527769,False,GW_2,36.44635085186828,-79.2023500180697,5,868.1,11,250000,-79.2023500180697,552.0,552.575488
553.0,DEV_020,b2c201b84a9af945,13,Advanced-ECC-AES,37,217,1337600,0.171648,4234997.396956361,False,GW_1,25.476959038258098,-89.70636490700423,6,867.9,7,250000,-89.70636490700423,553.0,553.171648
557.0,DEV_006,787176f17fbdca08,17,ChaCha20-Poly1305-Lite,33,49,33200,0.024384,352502.342843117,False,GW_2,24.566505794415633,-85.14712500430726,5,868.5,7,500000,-85.14712500430726,557.0,557.024384
557.0,DEV_016,9439ff9ffb85875d,17,Advanced-ECC-AES,44,224,1320000,0.17676799999999998,2163033.283811834,False,GW_2,26.697868933453215,-87.43302063048752,6,868.1,7,250000,-87.43302063048752,557.0,557.176768
557.0,DEV_017,17ffad60894390d1,17,Hybrid-ECC-AES,19,67,123400,0.030784,357009.9384631484,False,GW_1,20.153267149513866,-89.75757634815758,5,867.1,7,500000,-89.75757634815758,557.0,557.030784
561.0,DEV_005,58ea5af6ab6a0941,15,ChaCha20-Poly1305-Lite,49,65,28000,0.061568,1310355.8621434951,False,GW_1,34.14158498839184,-79.49260245832228,6,867.3,7,250000,-79.49260245832228,561.0,561.061568
584.0,DEV_020,b2c201b84a9af945,14,Advanced-ECC-AES,37,217,1312500,0.171648,4234997.396956361,False,GW_1,26.16477342411109,-88.1250919471552,6,867.5,7,250000,-88.1250919471552,584.0,584.171648
588.0,DEV_006,787176f17fbdca08,18,ChaCha20-Poly1305-Lite,33,49,35900,0.024384,352502.342843117,False,GW_1,21.86136693490138,-89.15594785043768,5,868.3,7,500000,-89.15594785043768,588.0,588.024384
588.0,DEV_016,9439ff9ffb85875d,18,Advanced-ECC-AES,44,224,1358900,0.17676799999999998,2163033.283811834,False,GW_2,15.248778950698462,-96.8646573877882,6,868.3,7,250000,-96.8646573877882,588.0,588.176768
588.0,DEV_017,17ffad60894390d1,18,Hybrid-ECC-AES,19,67,135800,0.030784,357009.9384631484,False,GW_1,19.128351579505097,-90.60469745502398,5,868.1,7,500000,-90.60469745502398,588.0,588.030784
592.0,DEV_005,58ea5af6ab6a0941,16,ChaCha20-Poly1305-Lite,49,65,30500,0.061568,1310355.8621434951,False,GW_1,22.773763960965603,-90.28217973203498,6,867.1,7,250000,-90.28217973203498,592.0,592.061568
604.0,DEV_002,11fa48e6a768a183,4,Advanced-ECC-AES,21,201,1327500,0.461312,6517930.448028314,False,GW_1,20.80150464958633,-88.9797908810951,5,867.9,10,500000,-88.9797908810951,604.0,604.461312
604.0,DEV_009,aa6908fa03f6d75d,4,AES-128-GCM,49,77,81400,0.451584,10137377.003430646,False,GW_2,31.166888423966675,-86.77944268926989,5,868.3,7,125000,-86.77944268926989,604.0,604.451584
604.0,DEV_014,6d10c6ab3016214a,4,ChaCha20-Poly1305,25,53,36800,0.328704,6331240.140147662,False,GW_2,53.983597847589095,-62.98753427872199,3,867.5,9,125000,-62.98753427872199,604.0,604.328704
609.0,DEV_004,0fdf179ede7911aa,9,AES-128-GCM,11,39,56700,0.077056,850858.745599224,False,GW_1,19.89916866107961,-94.65590623351667,5,867.5,8,250000,-94.65590623351667,609.0,609.077056
609.0,DEV_007,e3d098a80cc45ce0,9,ChaCha20-Poly1305-Lite,41,57,26700,0.308224,6920811.008035603,False,GW_2,29.292872772561182,-83.00425553032957,5,867.1,11,500000,-83.00425553032957,609.0,609.308224
609.0,DEV_008,acd53140c023c37a,9,ChaCha20-Poly1305-Lite,48,64,23000,0.097536,1818310.923504727,False,GW_2,35.81437204838395,-75.98007503238024,5,867.1,9,500000,-75.98007503238024,609.0,609.097536
609.0,DEV_011,3e9eab81acc2d90c,9,ChaCha20-Poly1305,32,60,21300,0.028224,427343.74388669414,False,GW_2,22.016111137174025,-89.58253441170149,5,867.3,7,500000,-89.58253441170149,609.0,609.028224
609.0,DEV_013,3f1fdbaceaf6af6d,9,AES-128-GCM,26,54,47900,0.184832,4422971.538182129,False,GW_2,44.52448063694399,-74.02593261553751,4,867.9,8,125000,-74.02593261553751,609.0,609.184832
609.0,DEV_015,43f01e2b7ac8a8f8,9,AES-128-GCM,10,38,47500,0.45260799999999995,9325121.55258484,False,GW_1,29.38188166178255,-84.1778333621812,5,868.1,12,500000,-84.1778333621812,609.0,609.452608
610.0,DEV_003,9248fc49325b5799,10,ChaCha20-Poly1305,27,55,27400,0.575488,11157630.78527769,False,GW_2,28.810428177635494,-85.60950427511742,5,867.1,11,250000,-85.60950427511742,610.0,610.575488
615.0,DEV_010,4619a09041ab026b,3,Hybrid-ECC-AES,45,93,108300,1.642496,16862048.406586755,False,GW_1,28.22708888968572,-85.84460657653035,5,867.7,12,250000,-85.84460657653035,615.0,616.642496
615.0,DEV_020,b2c201b84a9af945,15,Advanced-ECC-AES,37,217,1473700,0.171648,4234997.396956361,False,GW_1,32.7529687138741,-82.95250388107344,6,867.3,7,250000,-82.95250388107344,615.0,615.171648
619.0,DEV_006,787176f17fbdca08,19,ChaCha20-Poly1305-Lite,33,49,42900,0.024384,352502.342843117,False,GW_2,17.48800035204403,-92.98554478379064,5,867.9,7,500000,-92.98554478379064,619.0,619.024384
619.0,DEV_016,9439ff9ffb85875d,19,Advanced-ECC-AES,44,224,1300100,0.17676799999999998,2163033.283811834,False,GW_2,23.939181403346513,-89.2365831372966,6,867.3,7,250000,-89.2365831372966,619.0,619.176768
619.0,DEV_017,17ffad60894390d1,19,Hybrid-ECC-AES,19,67,113800,0.030784,357009.9384631484,False,GW_1,21.206559612672056,-89.41826844587946,5,868.1,7,500000,-89.41826844587946,619.0,619.030784
620.0,DEV_019,e41b936a20363a0c,2,ChaCha20-Poly1305,35,63,25500,2.793472,28591667.440067127,False,GW_1,34.767426014280915,-83.46266399571817,0,868.1,12,125000,-83.46266399571817,620.0,622.793472
623.0,DEV_005,58ea5af6ab6a0941,17,ChaCha20-Poly1305-Lite,49,65,24000,0.061568,1310355.8621434951,False,GW_1,34.619070119763826,-80.61810352573147,6,867.5,7,250000,-80.61810352573147,623.0,623.061568
632.0,DEV_012,acc35438ae3a96d4,4,ChaCha20-Poly1305,33,61,41900,1.478656,15588865.947580224,False,GW_2,33.6173588096979,-81.9209413082341,1,868.3,11,125000,-81.9209413082341,632.0,633.478656
646.0,DEV_020,b2c201b84a9af945,16,Advanced-ECC-AES,37,217,1309500,0.171648,4234997.396956361,False,GW_1,22.533383003279855,-90.96486620377294,6,867.1,7,250000,-90.96486620377294,646.0,646.171648
650.0,DEV_006,787176f17fbdca08,20,ChaCha20-Poly1305-Lite,33,49,32800,0.024384,352502.342843117,False,GW_1,22.078494300307415,-88.76698358246328,5,868.1,7,500000,-88.76698358246328,650.0,650.024384
650.0,DEV_016,9439ff9ffb85875d,20,Advanced-ECC-AES,44,224,1291900,0.17676799999999998,2163033.283811834,False,GW_2,20.616152529948028,-94.15691587298794,6,867.3,7,250000,-94.15691587298794,650.0,650.176768
650.0,DEV_017,17ffad60894390d1,20,Hybrid-ECC-AES,19,67,112900,0.030784,357009.9384631484,False,GW_1,22.573201288595147,-87.41045979326599,5,868.5,7,500000,-87.41045979326599,650.0,650.030784
654.0,DEV_005,58ea5af6ab6a0941,18,ChaCha20-Poly1305-Lite,49,65,26400,0.061568,1310355.8621434951,False,GW_1,29.281330927808057,-84.02621642930059,6,867.7,7,250000,-84.02621642930059,654.0,654.061568
668.0,DEV_003,9248fc49325b5799,11,ChaCha20-Poly1305,27,55,24800,0.575488,11157630.78527769,False,GW_2,33.541722444002495,-80.10051459617,5,867.5,11,250000,-80.10051459617,668.0,668.575488
670.0,DEV_004,0fdf179ede7911aa,10,AES-128-GCM,11,39,71200,0.077056,850858.745599224,False,GW_1,26.532818551650085,-87.17297618536135,5,867.7,8,250000,-87.17297618536135,670.0,670.077056
670.0,DEV_007,e3d098a80cc45ce0,10,ChaCha20-Poly1305-Lite,41,57,27300,0.308224,6920811.008035603,False,GW_2,27.73580428151036,-82.9419514144876,5,868.3,11,500000,-82.9419514144876,670.0,670.308224
670.0,DEV_008,acd53140c023c37a,10,ChaCha20-Poly1305-Lite,48,64,23100,0.097536,1818310.923504727,False,GW_2,41.59726884860878,-70.03790444737086,5,867.5,9,500000,-70.03790444737086,670.0,670.097536
670.0,DEV_011,3e9eab81acc2d90c,10,ChaCha20-Poly1305,32,60,21500,0.028224,427343.74388669414,False,GW_1,28.33706844880394,-82.74518104025555,5,867.7,7,500000,-82.74518104025555,670.0,670.028224
670.0,DEV_013,3f1fdbaceaf6af6d,10,AES-128-GCM,26,54,52300,0.184832,4422971.538182129,False,GW_2,44.146087887328115,-72.97293950387704,4,867.3,8,125000,-72.97293950387704,670.0,670.184832
670.0,DEV_015,43f01e2b7ac8a8f8,10,AES-128-GCM,10,38,42100,0.45260799999999995,9325121.55258484,False,GW_2,28.56539632381583,-81.41921807826078,5,867.1,12,500000,-81.41921807826078,670.0,670.452608
677.0,DEV_020,b2c201b84a9af945,17,Advanced-ECC-AES,37,217,1286600,0.171648,4234997.396956361,False,GW_1,21.930555949921782,-92.82821898806083,6,867.3,7,250000,-92.82821898806083,677.0,677.171648
681.0,DEV_006,787176f17fbdca08,21,ChaCha20-Poly1305-Lite,33,49,29400,0.024384,352502.342843117,False,GW_1,20.967523374754144,-88.5817649394833,5,867.1,7,500000,-88.5817649394833,681.0,681.024384
681.0,DEV_016,9439ff9ffb85875d,21,Advanced-ECC-AES,44,224,1274500,0.17676799999999998,2163033.283811834,False,GW_2,17.836998338696894,-95.64481295547638,6,867.9,7,250000,-95.64481295547638,681.0,681.176768
681.0,DEV_017,17ffad60894390d1,21,Hybrid-ECC-AES,19,67,111900,0.030784,357009.9384631484,False,GW_1,24.615299434723777,-84.20047234181915,5,867.7,7,500000,-84.20047234181915,681.0,681.030784
685.0,DEV_005,58ea5af6ab6a0941,19,ChaCha20-Poly1305-Lite,49,65,26100,0.061568,1310355.8621434951,False,GW_1,25.1912325174339,-89.73425394421832,6,867.3,7,250000,-89.73425394421832,685.0,685.061568
708.0,DEV_020,b2c201b84a9af945,18,Advanced-ECC-AES,37,217,1323900,0.171648,4234997.396956361,False,GW_1,23.857155191783217,-92.99280854561601,6,867.5,7,250000,-92.99280854561601,708.0,708.171648
712.0,DEV_006,787176f17fbdca08,22,ChaCha20-Poly1305-Lite,33,49,34300,0.024384,352502.342843117,False,GW_1,19.29480822845433,-90.33877365449183,5,867.5,7,500000,-90.33877365449183,712.0,712.024384
712.0,DEV_016,9439ff9ffb85875d,22,Advanced-ECC-AES,44,224,1272700,0.17676799999999998,2163033.283811834,False,GW_2,15.589871109005138,-99.89259104631469,6,867.1,7,250000,-99.89259104631469,712.0,712.176768
712.0,DEV_017,17ffad60894390d1,22,Hybrid-ECC-AES,19,67,108600,0.030784,357009.9384631484,False,GW_1,23.37180402423141,-87.1789361523061,5,868.3,7,500000,-87.1789361523061,712.0,712.030784
716.0,DEV_005,58ea5af6ab6a0941,20,ChaCha20-Poly1305-Lite,49,65,25900,0.061568,1310355.8621434951,False,GW_1,31.143323487296737,-83.24964549679238,6,867.3,7,250000,-83.24964549679238,716.0,716.061568
725.0,DEV_002,11fa48e6a768a183,5,Advanced-ECC-AES,21,201,1295100,0.461312,6517930.448028314,False,GW_1,23.294081951103404,-87.27668668866805,5,867.7,10,500000,-87.27668668866805,725.0,725.461312
725.0,DEV_009,aa6908fa03f6d75d,5,AES-128-GCM,49,77,84400,0.13849599999999998,3109025.486879807,False,GW_2,26.611747882909647,-89.9260132261936,5,868.3,7,125000,-89.9260132261936,725.0,725.138496
725.0,DEV_014,6d10c6ab3016214a,5,ChaCha20-Poly1305,25,53,30600,0.328704,6331240.140147662,False,GW_2,49.74028737519234,-67.27424351146932,3,867.9,9,125000,-67.27424351146932,725.0,725.328704
726.0,DEV_003,9248fc49325b5799,12,ChaCha20-Poly1305,27,55,24400,0.575488,11157630.78527769,False,GW_2,36.33222622267778,-77.52368144729635,5,867.3,11,250000,-77.52368144729635,726.0,726.575488
731.0,DEV_004,0fdf179ede7911aa,11,AES-128-GCM,11,39,50200,0.077056,850858.745599224,False,GW_1,25.127875286372248,-90.67073148456805,5,867.7,8,250000,-90.67073148456805,731.0,731.077056
731.0,DEV_007,e3d098a80cc45ce0,11,ChaCha20-Poly1305-Lite,41,57,24700,0.308224,6920811.008035603,False,GW_2,35.899876279031574,-75.5006223465609,5,867.7,11,500000,-75.5006223465609,731.0,731.308224
731.0,DEV_008,acd53140c023c37a,11,ChaCha20-Poly1305-Lite,48,64,21900,0.097536,1818310.923504727,False,GW_2,42.65277240870494,-69.97402198970514,5,867.1,9,500000,-69.97402198970514,731.0,731.097536
731.0,DEV_011,3e9eab81acc2d90c,11,ChaCha20-Poly1305,32,60,21100,0.028224,427343.74388669414,False,GW_2,29.623269525436786,-80.77502855957243,5,867.3,7,500000,-80.77502855957243,731.0,731.028224
731.0,DEV_013,3f1fdbaceaf6af6d,11,AES-128-GCM,26,54,47700,0.184832,4422971.538182129,False,GW_2,48.95503175917724,-67.22569675082167,4,868.1,8,125000,-67.22569675082167,731.0,731.184832
731.0,DEV_015,43f01e2b7ac8a8f8,11,AES-128-GCM,10,38,42600,0.45260799999999995,9325121.55258484,False,GW_2,25.785578084857125,-85.02302641541569,5,867.1,12,500000,-85.02302641541569,731.0,731.452608
739.0,DEV_020,b2c201b84a9af945,19,Advanced-ECC-AES,37,217,1281800,0.171648,4234997.396956361,False,GW_1,25.07291865658292,-89.47569479789054,6,868.5,7,250000,-89.47569479789054,739.0,739.171648
743.0,DEV_006,787176f17fbdca08,23,ChaCha20-Poly1305-Lite,33,49,30800,0.024384,352502.342843117,False,GW_1,23.195195850938333,-86.35625177128284,5,868.5,7,500000,-86.35625177128284,743.0,743.024384
743.0,DEV_016,9439ff9ffb85875d,23,Advanced-ECC-AES,44,224,1283800,0.17676799999999998,2163033.283811834,False,GW_2,24.214091864048743,-91.33399192867654,6,867.9,7,250000,-91.33399192867654,743.0,743.176768
743.0,DEV_017,17ffad60894390d1,23,Hybrid-ECC-AES,19,67,114000,0.030784,357009.9384631484,False,GW_1,13.173945016021937,-99.33947163217712,5,868.1,7,500000,-99.33947163217712,743.0,743.030784
747.0,DEV_005,58ea5af6ab6a0941,21,ChaCha20-Poly1305-Lite,49,65,28500,0.061568,1310355.8621434951,False,GW_1,27.103988715741558,-86.20133204518973,6,867.9,7,250000,-86.20133204518973,747.0,747.061568
770.0,DEV_020,b2c201b84a9af945,20,Advanced-ECC-AES,37,217,1297600,0.171648,4234997.396956361,False,GW_1,21.85106151243943,-91.00463108225475,6,867.1,7,250000,-91.00463108225475,770.0,770.171648
774.0,DEV_006,787176f17fbdca08,24,ChaCha20-Poly1305-Lite,33,49,27600,0.024384,352502.342843117,False,GW_2,21.612182186405366,-89.41674228863975,5,868.1,7,500000,-89.41674228863975,774.0,774.024384
774.0,DEV_016,9439ff9ffb85875d,24,Advanced-ECC-AES,44,224,1261900,0.17676799999999998,2163033.283811834,False,GW_2,30.14352856707177,-85.77852091121387,6,868.3,7,250000,-85.77852091121387,774.0,774.176768
774.0,DEV_017,17ffad60894390d1,24,Hybrid-ECC-AES,19,67,103900,0.030784,357009.9384631484,False,GW_1,24.29548525658637,-87.82688673645121,5,867.7,7,500000,-87.82688673645121,774.0,774.030784
778.0,DEV_005,58ea5af6ab6a0941,22,ChaCha20-Poly1305-Lite,49,65,26300,0.061568,1310355.8621434951,False,GW_1,31.577289283390336,-81.86217766281905,6,868.3,7,250000,-81.86217766281905,778.0,778.061568
780.0,DEV_010,4619a09041ab026b,4,Hybrid-ECC-AES,45,93,93000,1.642496,16862048.406586755,False,GW_1,26.665657946401083,-86.63921043839291,5,867.3,12,250000,-86.63921043839291,780.0,781.642496
780.0,DEV_012,acc35438ae3a96d4,5,ChaCha20-Poly1305,33,61,21700,1.478656,15588865.947580224,False,GW_2,36.76385987861261,-79.51526841809864,1,867.1,11,125000,-79.51526841809864,780.0,781.478656
784.0,DEV_003,9248fc49325b5799,13,ChaCha20-Poly1305,27,55,23600,0.575488,11157630.78527769,False,GW_2,35.882594617615254,-77.75251396151663,5,867.7,11,250000,-77.75251396151663,784.0,784.575488
792.0,DEV_004,0fdf179ede7911aa,12,AES-128-GCM,11,39,68000,0.077056,850858.745599224,False,GW_1,24.655039734587927,-90.91585161462679,5,867.1,8,250000,-90.91585161462679,792.0,792.077056
792.0,DEV_007,e3d098a80cc45ce0,12,ChaCha20-Poly1305-Lite,41,57,23900,0.308224,6920811.008035603,False,GW_2,29.771917594761295,-80.87402966877028,5,867.9,11,500000,-80.87402966877028,792.0,792.308224
792.0,DEV_008,acd53140c023c37a,12,ChaCha20-Poly1305-Lite,48,64,21400,0.097536,1818310.923504727,False,GW_2,41.2226486484087,-70.64680464796741,5,868.3,9,500000,-70.64680464796741,792.0,792.097536
792.0,DEV_011,3e9eab81acc2d90c,12,ChaCha20-Poly1305,32,60,21500,0.028224,427343.74388669414,False,GW_1,34.45179895391647,-77.3089731500511,5,867.1,7,500000,-77.3089731500511,792.0,792.028224
792.0,DEV_013,3f1fdbaceaf6af6d,12,AES-128-GCM,26,54,48900,0.184832,4422971.538182129,False,GW_2,42.77822445662025,-74.37590798080028,4,867.3,8,125000,-74.37590798080028,792.0,792.184832
792.0,DEV_015,43f01e2b7ac8a8f8,12,AES-128-GCM,10,38,41200,0.45260799999999995,9325121.55258484,False,GW_1,31.946525219263705,-80.6286919842589,5,868.1,12,500000,-80.6286919842589,792.0,792.452608
